key,english,tchinese
modsilencerthunderbeastultra5Desc,"Weight: [4FBE28]0.210kg[-]\nRecoil: [4FBE28]-18%[-]\nErgonomics: [FF4F33]-5%[-]\nHipfire Accuracy: [FF4F33]-5%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most firearms chambered in 5.56×45, 5.45x39, 7.62×39 & 7.62×51\n\nRequires adapter: 'Thunder Beast (30CB: AR10 7.62 / 223CB: AR15 5.56)'",重量: [4FBE28]0.210kg[-]\n後座力: [4FBE28]-18%[-]\n人機功效: [FF4F33]-5%[-]\n腰射精準度: [FF4F33]-5%[-]\n耐久度消耗: [FF4F33]+25%[-]\n\n相容性: 適用於 5.56×45、5.45x39、7.62×39、7.62×51 口徑的絕大多數槍械\n\n需要轉接器: 'Thunder Beast (30CB: AR10 7.62 / 223CB: AR15 5.56)'
modsilencersdnaacmultiDesc,"Weight: [4FBE28]0.689kg[-]\nRecoil: [4FBE28]-30%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most firearms chambered in 5.56×45, 5.45x39, 7.62×39 & 7.62×51",重量: [4FBE28]0.689kg[-]\n後座力: [4FBE28]-30%[-]\n人機功效: [FF4F33]-15%[-]\n腰射精準度: [FF4F33]-15%[-]\n耐久度消耗: [FF4F33]+25%[-]\n\n相容性: 適用於 5.56×45、5.45x39、7.62×39、7.62×51 口徑的絕大多數槍械
modmuzzle_ar10_precision_armament_m11_severe_duty_muzzle_brake_762x51Desc,"Weight: [4FBE28]0.120kg[-]\nRecoil: [4FBE28]-14%[-]\n\nCompatibility: Most firearms chambered in 7.62×39 & 7.62×51",重量: [4FBE28]0.120kg[-]\n後座力: [4FBE28]-14%[-]\n\n相容性: 適用於 7.62×39、7.62×51 口徑的絕大多數槍械
modmuzzleAR10kacqdcDesc,"Weight: [4FBE28]0.145kg[-]\nRecoil: [4FBE28]-18%[-]\n\nCompatibility: Most firearms chambered in 7.62×39 & 7.62×51\n\nActs as an adapter for 'KAC PRS/QDC'",重量: [4FBE28]0.145kg[-]\n 後座力: [4FBE28]-18%[-]\n\n 相容性: 適用於 7.62×39、7.62×51 口徑的絕大多數槍械\n\n 充當 'KAC PRS/QDC' 的轉接器
modsilencerprskacqdcDesc,"Weight: [4FBE28]0.453kg[-]\nRecoil: [4FBE28]-16%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most firearms chambered in 7.62×39 & 7.62×51\n\nRequires adapter: 'AR-10 KAC QDC'",重量: [4FBE28]0.453kg[-]\n 後座力: [4FBE28]-16%[-]\n 人機功效: [FF4F33]-15%[-]\n 腰射精準度: [FF4F33]-15%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: 適用於 7.62×39、7.62×51 口徑的絕大多數槍械\n\n 需要轉接器: 'AR-10 KAC QDC'
modmuzzle_ar10_lantac_dgn762b_muzzle_brake_762x51Desc,"Weight: [4FBE28]0.090kg[-]\nRecoil: [4FBE28]-34%[-]\n\nCompatibility: Most firearms chambered in 7.62×39 & 7.62×51",重量: [4FBE28]0.090kg[-]\n 後座力: [4FBE28]-34%[-]\n\n 相容性: 適用於 7.62×39、7.62×51 口徑的絕大多數槍械
modsilencerbtg28qd762Desc,"Weight: [4FBE28]0.577kg[-]\nRecoil: [4FBE28]-28%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: HK417 & G28",重量: [4FBE28]0.577kg[-]\n 後座力: [4FBE28]-28%[-]\n 人機功效: [FF4F33]-15%[-]\n 腰射精準度: [FF4F33]-15%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: HK417 & G28
modsilencerSIGclutchlokQDDesc,"Weight: [4FBE28]0.711kg[-]\nRecoil: [4FBE28]-34%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: SIG MCX Spear",重量: [4FBE28]0.711kg[-]\n 後座力: [4FBE28]-34%[-]\n 人機功效: [FF4F33]-15%[-]\n 腰射精準度: [FF4F33]-15%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: SIG MCX Spear
modmuzzlesigtwoportbrakeDesc,"Weight: [4FBE28]0.095kg[-]\nRecoil: [4FBE28]-22%[-]\n\nCompatibility: Most firearms chambered in .300blk, 7.62×39 & 7.62×51",重量: [4FBE28]0.095kg[-]\n 後座力: [4FBE28]-22%[-]\n\n 相容性: 適用於 .300blk、7.62×39、7.62×51 口徑的絕大多數槍械
modsilencersigsrd762tiDesc,"Weight: [4FBE28]0.460kg[-]\nRecoil: [4FBE28]-24%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most firearms chambered in .300blk, 7.62×39 & 7.62×51",重量: [4FBE28]0.460kg[-]\n 後座力: [4FBE28]-24%[-]\n 人機功效: [FF4F33]-10%[-]\n 腰射精準度: [FF4F33]-10%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: 適用於 .300blk、7.62×39、7.62×51 口徑的絕大多數槍械
modsilencersigsrdqdDesc,"Weight: [4FBE28]0.460kg[-]\nRecoil: [4FBE28]-30%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: Most firearms chambered in .300blk, 7.62×39 & 7.62×51",重量: [4FBE28]0.460kg[-]\n 後座力: [4FBE28]-30%[-]\n 人機功效: [FF4F33]-10%[-]\n 腰射精準度: [FF4F33]-10%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: 適用於 .300blk、7.62×39、7.62×51 口徑的絕大多數槍械
modmuzzleAI338LMtacticalDesc,"Weight: [4FBE28]0.230kg[-]\nRecoil: [4FBE28]-16%[-]\n\nCompatibility: AXMC, Mk-18\n\nActs as an adapter for 'AI .338 LM Sound Supressor'",重量: [4FBE28]0.230kg[-]\n 後座力: [4FBE28]-16%[-]\n\n 相容性: AXMC、Mk-18\n\n 充當 'AI .338 LM Sound Supressor' 的轉接器
modsilencerAI338LMsoundmoderatorDesc,"Weight: [4FBE28]0.665kg[-]\nRecoil: [4FBE28]-22%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: AXMC, Mk-18\n\nRequires adapter: 'AI .338 LM Muzzle Brake'",重量: [4FBE28]0.665kg[-]\n 後座力: [4FBE28]-22%[-]\n 人機功效: [FF4F33]-15%[-]\n 腰射精準度: [FF4F33]-15%[-]\n 耐久度消耗: [FF4F33]+25%[-]\n\n 相容性: AXMC、Mk-18\n\n 需要轉接器: 'AI .338 LM Muzzle Brake'
modsilencerSGhexagon12k,"[004CFF]Hexagon 12K Sound Supressor[-]",[004CFF]Hexagon 12K 消音器[-]
modsilencercoSalvo12,"[BB00FF]SilencerCo Salvo 12 Sound Supressor[-]",[BB00FF]SilencerCo Salvo 12 消音器[-]
modchokeremingtontactical,"[09FF00]Remington Tactical Choke[-]",[09FF00]Remington 戰術收束器[-]
modmuzzleSGgk02muzzlebrake,"[004CFF]GK-02 12ga Muzzle Brake[-]",[004CFF]GK-02 12ga 裝置式制退器[-]
modmuzzletromixmonsterclaw,"[BB00FF]Tromix Monster Claw 12ga Muzzle Brake[-]",[BB00FF]Tromix Monster Claw 12ga 裝置式制退器[-]
modchokeAA12,"[BB00FF]AA-12 12ga Choke[-]",[BB00FF]AA-12 12ga 收束器[-]
modsilencerAA12marauder,"[BB00FF]AA-12 12ga Marauder Silencer[-]",[BB00FF]AA-12 12ga Marauder 消音器[-]
modsilencerSGhexagon12kDesc,"Weight: [4FBE28]0.493kg[-]\nRecoil: [4FBE28]-22%[-]\nErgonomics: [FF4F33]-20%[-]\nHipfire Accuracy: [FF4F33]-20%[-]\nDurability Burn: [FF4F33]+50%[-]\n\nCompatibility: M870, KSG-12, MP-153, M3 Benelli, Saiga-12K",重量: [4FBE28]0.493kg[-]\n後座力: [4FBE28]-22%[-]\n人機功效: [FF4F33]-20%[-]\n腰射精準度: [FF4F33]-20%[-]\n耐久度消耗: [FF4F33]+50%[-]\n\n相容性: M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modsilencercoSalvo12Desc,"Weight: [4FBE28]0.970kg[-]\nRecoil: [4FBE28]-28%[-]\nErgonomics: [FF4F33]-25%[-]\nHipfire Accuracy: [FF4F33]-25%[-]\nDurability Burn: [FF4F33]+40%[-]\n\nCompatibility: M870, KSG-12, MP-153, M3 Benelli, Saiga-12K",重量: [4FBE28]0.970kg[-]\n後座力: [4FBE28]-28%[-]\n人機功效: [FF4F33]-25%[-]\n腰射精準度: [FF4F33]-25%[-]\n耐久度消耗: [FF4F33]+40%[-]\n\n相容性: M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modchokeremingtontacticalDesc,"Weight: [4FBE28]0.101kg[-]\nRecoil: [4FBE28]-12%[-]\nSpread: [4FBE28]-25%[-]\n\nCompatibility: M870, KSG-12, MP-153, M3 Benelli",重量: [4FBE28]0.101kg[-]\n後座力: [4FBE28]-12%[-]\n散佈: [4FBE28]-25%[-]\n\n相容性: M870、KSG-12、MP-153、M3 Benelli
modmuzzleSGgk02muzzlebrakeDesc,"Weight: [4FBE28]0.233kg[-]\nRecoil: [4FBE28]-20%[-]\n\nCompatibility: M870, KSG-12, MP-153, M3 Benelli, Saiga-12K",重量: [4FBE28]0.233kg[-]\n後座力: [4FBE28]-20%[-]\n\n相容性: M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modmuzzletromixmonsterclawDesc,"Weight: [4FBE28]0.340kg[-]\nRecoil: [4FBE28]-34%[-]\n\nCompatibility: M870, KSG-12, MP-153, M3 Benelli, Saiga-12K",重量: [4FBE28]0.340kg[-]\n後座力: [4FBE28]-34%[-]\n\n相容性: M870、KSG-12、MP-153、M3 Benelli、Saiga-12K
modchokeAA12Desc,"Weight: [4FBE28]0.101kg[-]\nRecoil: [4FBE28]-12%[-]\nSpread: [4FBE28]-30%[-]\n\nCompatibility: AA-12",重量: [4FBE28]0.101kg[-]\n後座力: [4FBE28]-12%[-]\n散佈: [4FBE28]-30%[-]\n\n相容性: AA-12
modsilencerAA12marauderDesc,"Weight: [4FBE28]0.570kg[-]\nRecoil: [4FBE28]-20%[-]\nErgonomics: [FF4F33]-20%[-]\nHipfire Accuracy: [FF4F33]-20%[-]\nDurability Burn: [FF4F33]+40%[-]\n\nCompatibility: AA-12",重量: [4FBE28]0.570kg[-]\n後座力: [4FBE28]-20%[-]\n人機功效: [FF4F33]-20%[-]\n腰射精準度: [FF4F33]-20%[-]\n耐久度消耗: [FF4F33]+40%[-]\n\n相容性: AA-12
modsilencerco9ospreyDesc,"Weight: [4FBE28]0.270kg[-]\nRecoil: [4FBE28]-16%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: MP-5, MP9-N, PP-19-01, Vector 9, UZI, STM-9, Glock 17, P226R, M9A3",重量: [4FBE28]0.270kg[-]\n後座力: [4FBE28]-16%[-]\n人機功效: [FF4F33]-10%[-]\n腰射精準度: [FF4F33]-10%[-]\n耐久度消耗: [FF4F33]+25%[-]\n\n相容性: MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3
modsilencersigsrd9Desc,"Weight: [4FBE28]0.255kg[-]\nRecoil: [4FBE28]-18%[-]\nErgonomics: [FF4F33]-9%[-]\nHipfire Accuracy: [FF4F33]-9%[-]\nDurability Burn: [FF4F33]+20%[-]\n\nCompatibility: MP-5, MP9-N, PP-19-01, Vector 9, UZI, STM-9, Glock 17, P226R, M9A3",重量: [4FBE28]0.255kg[-]\n後座力: [4FBE28]-18%[-]\n人機功效: [FF4F33]-9%[-]\n腰射精準度: [FF4F33]-9%[-]\n耐久度消耗: [FF4F33]+20%[-]\n\n相容性: MP-5、MP9-N、PP-19-01、Vector 9、UZI、STM-9、Glock 17、P226R、M9A3
modSVDmuzzlebrakecompensatorDesc,"Weight: [4FBE28]0.080kg[-]\nRecoil: [4FBE28]-10%[-]\n\nCompatibility: SVDS 'Dragunov'\n\nActs as an adapter for 'Rotor 43'",重量: [4FBE28]0.080kg[-]\n後座力: [4FBE28]-10%[-]\n\n相容性: 適用於 SVDS 'Dragunov'\n\n充當 'Rotor 43' 的轉接器
modsilencerSVDrotor43Desc,"Weight: [4FBE28]0.180kg[-]\nRecoil: [4FBE28]-15%[-]\nErgonomics: [FF4F33]-15%[-]\nHipfire Accuracy: [FF4F33]-15%[-]\nDurability Burn: [FF4F33]+25%[-]\n\nCompatibility: SVDS 'Dragunov'\n\nRequires adapter: 'SVDS Brake-Compensator'",重量: [4FBE28]0.180kg[-]\n後座力: [4FBE28]-15%[-]\n人機功效: [FF4F33]-15%[-]\n腰射精準度: [FF4F33]-15%[-]\n耐久度消耗: [FF4F33]+25%[-]\n\n相容性: 適用於 SVDS 'Dragunov'\n\n需要轉接器: 'SVDS Brake-Compensator'
modsilencerco45komega,"[09FF00]SilencerCo 45K Omega[-]",[09FF00]SilencerCo 45K Omega[-]
modsilencerump45bt,"[09FF00]UMP-45 B&T Sound Suppressor[-]",[09FF00]UMP-45 B&T 消音器[-]
modsilencerco45komegaDesc,"Weight: [4FBE28]0.270kg[-]\nRecoil: [4FBE28]-14%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+15%[-]\n\nCompatibility: Vector 45, M45A1, M1911, USP 45 Tactical ",重量: [4FBE28]0.270kg[-]\n後座力: [4FBE28]-14%[-]\n人機功效: [FF4F33]-10%[-]\n腰射精準度: [FF4F33]-10%[-]\n耐久度消耗: [FF4F33]+15%[-]\n\n相容性: Vector 45、M45A1、M1911、USP 45 Tactical
modsilencerump45btDesc,"Weight: [4FBE28]0.453kg[-]\nRecoil: [4FBE28]-16%[-]\nErgonomics: [FF4F33]-10%[-]\nHipfire Accuracy: [FF4F33]-10%[-]\nDurability Burn: [FF4F33]+15%[-]\n\nCompatibility: UMP-45",重量: [4FBE28]0.453kg[-]\n後座力: [4FBE28]-16%[-]\n人機功效: [FF4F33]-10%[-]\n腰射精準度: [FF4F33]-10%[-]\n耐久度消耗: [FF4F33]+15%[-]\n\n相容性: UMP-45
schematicssvd,"[004CFF]SVDS 'Dragunov'[-] Schematic",[004CFF]SVDS 'Dragunov'[-] 設計圖
gunsvd,"[004CFF]SVDS 'Dragunov'[-]",[004CFF]SVDS 'Dragunov'[-]
gunsvdDesc,"SVDS Dragunov Sniper Rifle\n\nUses Ammo Type: [D3CE1D]7.62×54R[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nDMR Bonus: Deals [4FBE28]25%[-] extra damage.",SVDS Dragunov 狙擊步槍\n\n使用彈藥類型: [D3CE1D]7.62×54R[-]\n可用於維修: [D3CE1D]武器維修工具組[-]\n\n精確射擊加成: 造成 [4FBE28]25%[-] 額外傷害
modmagSVDstd20Desc,"Weight: [4FBE28]0.112kg[-]\nMagazine Size: [4FBE28]20[-]\n\nCompatibility: SVDS 'Dragunov'",重量: [4FBE28]0.112kg[-]\n彈匣容量: [4FBE28]20[-]\n\n相容性: SVDS 'Dragunov'
modmagSVDmakeshiftdrum50Desc,"Weight: [4FBE28]0.530kg[-]\nMagazine Size: [4FBE28]50[-]\nReload Time: [FF4F33]+20%[-]\n\nCompatibility: SVDS 'Dragunov'",重量: [4FBE28]0.530kg[-]\n彈匣容量: [4FBE28]50[-]\n換彈時間: [FF4F33]+20%[-]\n\n相容性: SVDS 'Dragunov'
gunFALsa58dmr,"[004CFF]FN FAL DMR[-]",[004CFF]FN FAL DMR[-]
ammoEft9340pg7vl,"[FFD700]93×40 - PG-7VL Warhead[-]",[FFD700]93×40 - PG-7VL 彈頭[-]
ammoEft9340pg7vlDesc,"PG-7VL Warhead used in the RPG-7 anti-tank rocket launcher.\nLethal damage radius: [F44336]10 meters (or 10 blocks)[-]\nCasualty safe radius: [4FBE28]+15 meters (or 15 blocks)[-]",PG-7VL 彈頭，適用於 RPG-7 反戰車火箭發射器。\n致命傷害半徑: [F44336]10 公尺（或 10 格）[-]\n安全半徑: [4FBE28]+15 公尺（或 15 格）[-]
gunfamas,"[004CFF]FAMAS[-]",[004CFF]FAMAS[-]
gunfamasDesc,"FAMAS Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.56×45[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a grip or under barrel to equip flashlights/lasers.",FAMAS 突擊步槍\n\n使用彈藥類型: [D3CE1D]5.56×45[-]\n可用於維修: [D3CE1D]武器維修工具組[-]\n\n需安裝握把或下掛裝置才能配備手電筒或雷射瞄準器
muzzle_mosin_tacfire_tanker_style_762x54rDesc,"Weight: [4FBE28]0.250kg[-]\nRecoil: [4FBE28]-18%[-]\n\nCompatibility: Mosin-Nagant",重量: [4FBE28]0.250kg[-]\n後座力: [4FBE28]-18%[-]\n\n相容性: Mosin-Nagant
modstockttmachinecustomDesc,"Weight: [4FBE28]0.050kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+25%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: TT-33 Automatic",重量: [4FBE28]0.050kg[-]\n人機功效: [4FBE28]+10%[-]\n腰射精準度: [4FBE28]+25%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: TT-33 Automatic
modstockstechkinwireDesc,"Weight: [4FBE28]0.050kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+25%[-]\nRecoil: [4FBE28]-27%[-]\n\nCompatibility: Stechkin APS",重量: [4FBE28]0.050kg[-]\n人機功效: [4FBE28]+10%[-]\n腰射精準度: [4FBE28]+25%[-]\n後座力: [4FBE28]-27%[-]\n\n相容性: Stechkin APS
modstockglockfdglr17Desc,"Weight: [4FBE28]0.050kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+25%[-]\nRecoil: [4FBE28]-23%[-]\n\nCompatibility: Glock 17 & Glock 18C",重量: [4FBE28]0.050kg[-]\n人機功效: [4FBE28]+10%[-]\n腰射精準度: [4FBE28]+25%[-]\n後座力: [4FBE28]-23%[-]\n\n相容性: Glock 17 & Glock 18C
modstockmp5kpdwDesc,"Weight: [4FBE28]0.050kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-18%[-]\n\nCompatibility: MP5K",重量: [4FBE28]0.050kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-18%[-]\n\n相容性: MP5K
modstockmp5a2Desc,"Weight: [4FBE28]0.400kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-24%[-]\n\nCompatibility: MP5 & MP5SD",重量: [4FBE28]0.400kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-24%[-]\n\n相容性: MP5 & MP5SD
modstockp90dibuttpadDesc,"Weight: [4FBE28]0.060kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-15%[-]\n\nCompatibility: P90",重量: [4FBE28]0.060kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-15%[-]\n\n相容性: P90
modstockakzenitpt1Desc,"Weight: [4FBE28]0.480kg[-]\nErgonomics: [4FBE28]+6%[-]\nHipfire Accuracy: [4FBE28]+6%[-]\nRecoil: [4FBE28]-26%[-]\n\nCompatibility: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K","重量: [4FBE28]0.480kg[-]\n人機功效: [4FBE28]+6%[-]\n腰射精準度: [4FBE28]+6%[-]\n後座力: [4FBE28]-26%[-]\n\n相容性: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K"
modstockakzenitpt3Desc,"Weight: [4FBE28]0.250kg[-]\nErgonomics: [4FBE28]+12%[-]\nHipfire Accuracy: [4FBE28]+12%[-]\nRecoil: [4FBE28]-27%[-]\n\nCompatibility: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K","重量: [4FBE28]0.250kg[-]\n人機功效: [4FBE28]+12%[-]\n腰射精準度: [4FBE28]+12%[-]\n後座力: [4FBE28]-27%[-]\n\n相容性: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K"
modstockakzhukovmagpulDesc,"Weight: [4FBE28]0.430kg[-]\nErgonomics: [4FBE28]+24%[-]\nHipfire Accuracy: [4FBE28]+12%[-]\nRecoil: [4FBE28]-28%[-]\n\nCompatibility: AK-74N, AKMN & AK-103, RD-704","重量: [4FBE28]0.430kg[-]\n人機功效: [4FBE28]+24%[-]\n腰射精準度: [4FBE28]+12%[-]\n後座力: [4FBE28]-28%[-]\n\n相容性: AK-74N, AKMN & AK-103, RD-704"
modstocka2ar15prsgen2tanDesc,"Weight: [4FBE28]0.950kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+7.5%[-]\nRecoil: [4FBE28]-24%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1","重量: [4FBE28]0.950kg[-]\n人機功效: [4FBE28]+15%[-]\n腰射精準度: [4FBE28]+7.5%[-]\n後座力: [4FBE28]-24%[-]\n\n相容性: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1"
modstocka2ar15prsgen3Desc,"Weight: [4FBE28]0.970kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\nRecoil: [4FBE28]-24%[-]\n\nCompatibility: AR-15 styled stock. Can fit on many guns.",重量: [4FBE28]0.970kg[-]\n人機功效: [4FBE28]+20%[-]\n腰射精準度: [4FBE28]+10%[-]\n後座力: [4FBE28]-24%[-]\n\n相容性: AR-15 風格槍托。適用於多種槍械。
modstockar15b5precisionDesc,"Weight: [4FBE28]0.350kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-28%[-]\n\nCompatibility: AR-15 styled stock. Can fit on many guns.",重量: [4FBE28]0.350kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-28%[-]\n\n相容性: AR-15 風格槍托。適用於多種槍械。
modstockar15troym7a1Desc,"Weight: [4FBE28]0.400kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\nRecoil: [4FBE28]-18%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1","重量: [4FBE28]0.400kg[-]\n人機功效: [4FBE28]+10%[-]\n腰射精準度: [4FBE28]+10%[-]\n後座力: [4FBE28]-18%[-]\n\n相容性: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1"
modstockar15glcoreDesc,"Weight: [4FBE28]0.461kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+15%[-]\nRecoil: [4FBE28]-19%[-]\n\nCompatibility: AR-15 styled stock. Can fit on many guns.",重量: [4FBE28]0.461kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+15%[-]\n後座力: [4FBE28]-19%[-]\n\n相容性: AR-15 風格槍托。適用於多種槍械。
modstockar15acesocomgen4Desc,"Weight: [4FBE28]0.470kg[-]\nErgonomics: [4FBE28]+40%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\nRecoil: [4FBE28]-22%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1","重量: [4FBE28]0.470kg[-]\n人機功效: [4FBE28]+40%[-]\n腰射精準度: [4FBE28]+20%[-]\n後座力: [4FBE28]-22%[-]\n\n相容性: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1"
modstockar15hke1Desc,"Weight: [4FBE28]0.520kg[-]\nErgonomics: [4FBE28]+12%[-]\nHipfire Accuracy: [4FBE28]+12%[-]\nRecoil: [4FBE28]-23%[-]\n\nCompatibility: AR-15 styled stock. Can fit on many guns.",重量: [4FBE28]0.520kg[-]\n人機功效: [4FBE28]+12%[-]\n腰射精準度: [4FBE28]+12%[-]\n後座力: [4FBE28]-23%[-]\n\n相容性: AR-15 風格槍托。適用於多種槍械。
modstockar15ergof93proDesc,"Weight: [4FBE28]0.590kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\nRecoil: [4FBE28]-21%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1","重量: [4FBE28]0.590kg[-]\n人機功效: [4FBE28]+20%[-]\n腰射精準度: [4FBE28]+20%[-]\n後座力: [4FBE28]-21%[-]\n\n相容性: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1"
modstockIWICarmelErgoDesc,"Weight: [4FBE28]0.500kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\nRecoil: [4FBE28]-21%[-]\n\nCompatibility: IWI Carmel",重量: [4FBE28]0.500kg[-]\n人機功效: [4FBE28]+20%[-]\n腰射精準度: [4FBE28]+10%[-]\n後座力: [4FBE28]-21%[-]\n\n相容性: IWI Carmel
modstockfnminimilightweightDesc,"Weight: [4FBE28]0.300kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\nRecoil: [4FBE28]-25%[-]\n\nCompatibility: FN Minimi",重量: [4FBE28]0.300kg[-]\n人機功效: [4FBE28]+25%[-]\n腰射精準度: [4FBE28]+12.5%[-]\n後座力: [4FBE28]-25%[-]\n\n相容性: FN Minimi
