"Key","english",,"german","latam","french","italian","japanese","koreana","polish","brazilian","russian","turkish","schinese","tchinese"
"modstockakzenitpt1Desc","Weight: [4FBE28]0.480kg[-]\nErgonomics: [4FBE28]+6%[-]\nHipfire Accuracy: [4FBE28]+3%[-]\n\nCompatibility: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K",,,,,,,,,,,,,"重量： [4FBE28]0.480kg[-]\n人體工學：[4FBE28]+6%[-]\n腰部射精度：[4FBE28]+3%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/M、AK-10719-01、AKS-74UN、AK-74N/M、AK-10719-1071713190930"
"modstockakzenitpt3Desc","Weight: [4FBE28]0.250kg[-]\nErgonomics: [4FBE28]+22%[-]\nHipfire Accuracy: [4FBE28]+11%[-]\n\nCompatibility: PP-19-01, AKS-74UN, AK-74N/M, AK-107, AKMN, AK-103, AK-109, Velociraptor, Saiga-12K",,,,,,,,,,,,,"重量：[4FBE28]0.250kg[-]\n人體工學：[4FBE28]+22%[-]\n腰射精度：[4FBE28]+11%[-]\n\n相容性：PP-19-01、AKS-74UN、AK-74N/MAK-107、AK-107、103、103、103、103、103103、10331 AK-109、迅猛龍、Saiga-12K"
"modstockakzhukovmagpulDesc","Weight: [4FBE28]0.430kg[-]\nErgonomics: [4FBE28]+24%[-]\nHipfire Accuracy: [4FBE28]+12%[-]\n\nCompatibility: AK-74N, AKMN & AK-103",,,,,,,,,,,,,"重量：[4FBE28]0.430kg[-]\n人體工學：[4FBE28]+24%[-]\n腰射精度：[4FBE28]+12%[-]\n\n適用槍械：AK-74N、AKMN 和 AK-103"
"modstocka2ar15prsgen2tanDesc","Weight: [4FBE28]0.950kg[-]\nErgonomics: [4FBE28]+5%[-]\nHipfire Accuracy: [4FBE28]+2.5%[-]\nRecoil: [4FBE28]-2.5%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1",,,,,,,,,,,,,"重量：[4FBE28]0.950kg[-]\n人體工學：[4FBE28]+5%[-]\n腰射精度：[4FBE28]+2.5%[-]\n後座力：[4FBE28]-2.5%[-]\n\n\n適用槍械：Vectorn 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1"
"modstocka2ar15prsgen3Desc","Weight: [4FBE28]0.970kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+5%[-]\nRecoil: [4FBE28]-5%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1",,,,,,,,,,,,,"重量：[4FBE28]0.970公斤[-]\n人體工學：[4FBE28]+10%[-]\n腰部射精度：[4FBE28]+5%[-]\n後座力：[4FBE28]-5%[-]\n\nn：V AR-15、FN FAL、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1"
"modstockar15b5precisionDesc","Weight: [4FBE28]0.350kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+5%[-]\nRecoil: [4FBE28]-20%[-]\n\nCompatibility: Vector 9/45, STM-9, MP7A1, M4A1, M16A4, HK416A5, ST AR-15, Velociraptor, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, AK-12, RPK-16, AK-107, AK-103, RD-704, Mk47, AK-109, 9A-91, AS VAL, M590A1, M870, MP-153, Saiga-12K",,,,,,,,,,,,,"重量：[4FBE28]0.350公斤[-]\n人體工學：[4FBE28]+10%[-]\n腰射精度：[4FBE28]+5%[-]\n後座力：[4FBE28]-20%[-]\n\n\n適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械：Vectorn適用槍械： 9/45、STM-9、MP7A1、M4A1、M16A4、HK416A5、ST AR-15、Velociraptor、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、AK-12、RPK-16、AK-107、AK-103、RD-704、Mk47、AK-109、9A-91、AS VAL、M590A1、M870、MP-153、Saiga-12K"
"modstockar15troym7a1Desc","Weight: [4FBE28]0.400kg[-]\nErgonomics: [4FBE28]+6%[-]\nHipfire Accuracy: [4FBE28]+3%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1",,,,,,,,,,,,,"體重： [4FBE28]0.400kg[-]\n人體工學：[4FBE28]+6%[-]\n腰射精度：[4FBE28]+3%[-]\n\n適用槍械：Vector 9/45, STM-9, M4A1, M16A4, HK ST16A, 45, 45,75, N5, HAL1545, NAL15, 45,45,45, 45,45,75FFASS SVDS, Mk-18, RD-704, Mk47, M590A1"
"modstockar15glcoreDesc","Weight: [4FBE28]0.461kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\n\nCompatibility: Vector 9/45, MP7A1, M4A1, M16A4, HK416A5, ST AR-15, Velociraptor, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, AK-12, RPK-16, AK-107, AK-103, RD-704, Mk47, AK-109, 9A-91, AS VAL, M590A1, M870, MP-153, Saiga-12K",,,,,,,,,,,,,"重量：[4FBE28]0.461kg[-]\n人體工程學：[4FBE28]+25%[-]\n腰射精度：[4FBE28]+12.5%[-]\n\n適用槍械：Vector 9/45, MP7A1, M4A1, M16A4, HK416A5、ST AR-15、迅猛龍、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、AK-12、RPK-16、AK-107、AK-103、RD-704、Mk47、AK-109、9A-91、AS VAL、M590A1、M870、MP-153"
"modstockar15acesocomgen4Desc","Weight: [4FBE28]0.470kg[-]\nErgonomics: [4FBE28]+40%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1",,,,,,,,,,,,,"重量：[4FBE28]0.470kg[-]\n人體工程學：[4FBE28]+40%[-]\n腰射精度：[4FBE28]+20%[-]\n\n兼容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1"
"modstockar15hke1Desc","Weight: [4FBE28]0.520kg[-]\nErgonomics: [4FBE28]+12%[-]\nHipfire Accuracy: [4FBE28]+6%[-]\n\nCompatibility: Vector 9/45, STM-9, MP7A1, M4A1, M16A4, HK416A5, ST AR-15, Velociraptor, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, AK-12, AK-107, AK-103, RD-704, Mk47, AK-109, 9A-91, AS VAL, M590A1, M870, MP-153, Saiga-12K",,,,,,,,,,,,,"重量：[4FBE28]0.520kg[-]\n人體工學：[4FBE28]+12%[-]\n腰部射精度：[4FBE28]+6%[-]\n\n相容性：Vector 9/45、STM-9、MP7A1、MMUS5、M16A4A1、M16A4T、FNTV、FNT5、FNTT5、H FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、AK-12、AK-107、AK-103、RD-704、Mk47、AK-109、9A-91、AS VAL M590A1、M870、MP-109、9A-91、AS VAL M590A1、M870、MP-153、Saiga-12K"
"modstockar15ergof93proDesc","Weight: [4FBE28]0.590kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\n\nCompatibility: Vector 9/45, STM-9, M4A1, M16A4, HK416A5, ST AR-15, FN FAL, SR-25, RSASS, M14 SASS, SVDS, Mk-18, RD-704, Mk47, M590A1",,,,,,,,,,,,,"重量：[4FBE28]0.590kg[-]\n人體工程學：[4FBE28]+20%[-]\n腰射精度：[4FBE28]+10%[-]\n\n兼容性：Vector 9/45、STM-9、M4A1、M16A4、HK416A5、ST AR-15、FN FAL、SR-25、RSASS、M14 SASS、SVDS、Mk-18、RD-704、Mk47、M590A1"
"modstockIWICarmelErgoDesc","Weight: [4FBE28]0.500kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\n\nCompatibility: IWI Carmel",,,,,,,,,,,,,"重量：[4FBE28]0.500kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射精度：[4FBE28]+10%[-]\n\n相容性：IWI Carmel"
"modstockfnminimilightweightDesc","Weight: [4FBE28]0.300kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\n\nCompatibility: FN Minimi",,,,,,,,,,,,,"體重：[4FBE28]0.300kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射精度：[4FBE28]+12.5%[-]\n\n相容性：FN Minimi"
"modstocksigtelescopingDesc","Weight: [4FBE28]0.340kg[-]\nErgonomics: [4FBE28]+45%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",,,,,,,,,,,,,"重量：[4FBE28]0.340kg[-]\n人體工學：[4FBE28]+45%[-]\n腰射精度：[4FBE28]+12.5%[-]\n\n相容性：SIG MPX/MCX/MCX Spear & SCAR-H"
"modstockmaximcqbDesc","Weight: [4FBE28]0.500kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",,,,,,,,,,,,,"重量：[4FBE28]0.500kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射精度：[4FBE28]+10%[-]\n\n相容性：SIG MPX/MCX/MCX 長矛 & SCAR-H"
"modstockpmmulssDesc","Weight: [4FBE28]0.460kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+17.5%[-]\n\nCompatibility: SIG MPX/MCX/MCX Spear & SCAR-H",,,,,,,,,,,,,"重量：[4FBE28]0.460kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射精度：[4FBE28]+17.5%[-]\n\n相容性：SIG MPX/MCX/MCX 長矛 & SCAR-H"
"modstockSA58paraSPRDesc","Weight: [4FBE28]0.950kg[-]\nErgonomics: [4FBE28]+10%[-]\nHipfire Accuracy: [4FBE28]+5%[-]\n\nCompatibility: FN FAL",,,,,,,,,,,,,"體重：[4FBE28]0.950kg[-]\n人體工學：[4FBE28]+10%[-]\n腰射精度： [4FBE28]+5%[-]\n\n相容性：FN FAL"
"modstockSA58paraBRSDesc","Weight: [4FBE28]0.810kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+7.5%[-]\n\nCompatibility: FN FAL",,,,,,,,,,,,,"體重：[4FBE28]0.810kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射精度：[4FBE28]+7.5%[-]\n\n相容性：FN FAL"
"modstockVLtorVSS11Desc","Weight: [4FBE28]0.630kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\n\nCompatibility: SCAR-H",,,,,,,,,,,,,"重量：[4FBE28]0.630kg[-]\n人體工學：[4FBE28]+20%[-]\n腰射精度：[4FBE28]+10%[-]\n\n相容性：SCAR-H"
"modstock417hke2Desc","Weight: [4FBE28]0.550kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\n\nCompatibility: HK417 & G28",,,,,,,,,,,,,"重量：[4FBE28]0.550kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射精度： [4FBE28]+12.5%[-]\n\n相容：HK417 和 G28"
"modstockpkzenitpt2Desc","Weight: [4FBE28]0.640kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+12.5%[-]\n\nCompatibility: PKP Pecheneg",,,,,,,,,,,,,"重量：[4FBE28]0.640kg[-]\n人體工學：[4FBE28]+25%[-]\n腰射精度：[4FBE28]+12.5%[-]\n\n相容：PKP Pecheneg"
"modstockm3benelliurbinoDesc","Weight: [4FBE28]1.043kg[-]\nErgonomics: [4FBE28]+15%[-]\nHipfire Accuracy: [4FBE28]+7.5%[-]\n\nCompatibility: M3 Benelli",,,,,,,,,,,,,"重量：[4FBE28]1.043kg[-]\n人體工學：[4FBE28]+15%[-]\n腰射精度：[4FBE28]+7.5%[-]\n\n相容：M3 Benelli"
"modhandguardUziRailedForegrip","Uzi Railed Foregrip",,,,,,,,,,,,,"Uzi導軌前握把"
"modSKStactickit","SKS Tactic Kit",,,,,,,,,,,,,"SKS戰術套件"
"modhandguardUziRailedForegripDesc","Can easily be crafted.",,,,,,,,,,,,,"易於製作。"
"modSKStactickitDesc","Can easily be crafted.",,,,,,,,,,,,,"易於製作。"
"modm203grenadelaunchers","[BB00FF]M203 40mm Underbarrel Grenade Launcher[-]",,,,,,,,,,,,,"[BB00FF]M203 40mm 下掛式榴彈發射器[-]"
"modm203grenadelaunchersDesc","Weight: [4FBE28]1.360kg[-]\nMount this grenade launcher on your gun to shoot grenades.\nPress [D3CE1D]X[-] to switch to grenade launcher.\n\nCompatibility: most firearms",,,,,,,,,,,,,"重量：[4FBE28]1.360公斤[-]\n將此榴彈發射器安裝到您的槍上即可發射榴彈。 \n按[D3CE1D]X[-]切換到榴彈發射器。 \n\n相容性：大多數槍械"
"modgp25grenadelauncher","[BB00FF]GP-25 40mm Underbarrel Grenade Launcher[-]",,,,,,,,,,,,,"[BB00FF]GP-25 40mm 下掛式榴彈發射器[-]"
"modgp25grenadelauncherDesc","Weight: [4FBE28]1.400kg[-]\nMount this grenade launcher on your gun to shoot grenades.\nPress [D3CE1D]X[-] to switch to grenade launcher.\n\nCompatibility: AK-74N/M, AK-12, AK-107, AKMN, AK-103, AK-109",,,,,,,,,,,,,"重量：[4FBE28]1.400公斤[-]\n將此榴彈發射器安裝到您的槍上即可發射榴彈。 \n按[D3CE1D]X[-]切換到榴彈發射器。 \n\n相容性：AK-74N/M、AK-12、AK-107、AKMN、AK-103、AK-109"
"modm203grenadelaunchersSchematic","[BB00FF]M203 GL[-] Schematic",,,,,,,,,,,,,"[BB00FF]M203 GL[-]原理圖"
"modgp25grenadelauncherSchematic","[BB00FF]GP-25 GL[-] Schematic",,,,,,,,,,,,,"[BB00FF]GP-25 GL[-] 原理圖"
"schematicsMedicals","Medications Schematic",,,,,,,,,,,,,"藥物原理圖"
"schematicsInjectors","Injectors Schematic",,,,,,,,,,,,,"注射器原理圖"
"schematicsAlcoholics","Liquor Schematic",,,,,,,,,,,,,"酒類原理圖"
"schematicsExplosives","Explosives Schematic",,,,,,,,,,,,,"爆炸物原理圖"
"schematicsCarMaintenance","Car Maintenance Schematic",,,,,,,,,,,,,"汽車保養原理圖"
"schematicsChemician","Chemist Schematic",,,,,,,,,,,,,"藥師原理圖"
"schematicsRoubles","Counterfeit Money Schematic",,,,,,,,,,,,,"假幣原理圖"
"schematicsSpecialArcher","Special Archer Schematic",,,,,,,,,,,,,"特殊弓箭手原理圖"
"schematicsSpecialRobotics","Junk Ammo Schematic",,,,,,,,,,,,,"垃圾彈藥原理圖"
"schematicsArmor","Armor Schematic",,,,,,,,,,,,,"盔甲原理圖"
"schematicsMedicalsDesc","This schematics unlocks:\nFirst Aid Bandage, IFAK, Salewa, Plaster Cast, Herbal Antibiotics, Antibiotics, Vitamins, Painkillers",,,,,,,,,,,,,"此原理圖可解鎖：急救繃帶、IFAK、Salewa、石膏、草藥抗生素、抗生素、維生素、止痛藥"
"schematicsInjectorsDesc","This schematics unlocks:\nAdrenaline-/Morphine-/Perfotoran-\n/Propital-/Trimadol-/2A2-/MULE-Injectors",,,,,,,,,,,,,"此原理圖可解鎖：腎上腺素/嗎啡/Perfotoran/Propital/Trimadol/2A2/MULE 注射器"
"schematicsAlcoholicsDesc","This schematics unlocks:\nKvass, Pevko Beer, Vodka, Dan Jackiel, Moonshine",,,,,,,,,,,,,"此原理圖可解鎖：格瓦斯、Pevko 啤酒、伏特加、Dan Jackiel、私酒"
"schematicsExplosivesDesc","This schematics unlocks:\nM67, RGN, M381, VOG-25, PG-7VL, Dynamite, Timed Charge",,,,,,,,,,,,,"此原理圖可解鎖：M67、RGN、M381、VOG-25、PG-7VL炸藥，定時尚藥"
"schematicsCarMaintenanceDesc","This schematics unlocks:\nOil, Gas Can, Wheels, Car Battery, Engine",,,,,,,,,,,,,"此圖紙可解鎖：石油、汽油罐、車輪、汽車電池、發動機"
"schematicsChemicianDesc","This schematics unlocks:\nAcid, HNO₃ (~68%), H₂SO₄ (~98%), Cellulose Powder, Scrap Polymers",,,,,,,,,,,,,"此圖面可解鎖：酸、HNO₃ (~68%)、H₂SO₄ (~98%)、纖維素粉末、廢聚合物"
"schematicsRoublesDesc","This schematics unlocks:\nRoubles",,,,,,,,,,,,,"此圖紙可解鎖：盧布"
"schematicsSpecialArcherDesc","This schematics unlocks:\nSteel/Flamable/Exploding Arrows & Bolts",,,,,,,,,,,,,"此圖可解鎖：鋼製/易燃/爆炸箭矢和螺栓"
"schematicsSpecialRoboticsDesc","This schematics unlocks:\nJunk Turret AP & Shell Ammo",,,,,,,,,,,,,"此圖面可解鎖：廢棄砲塔穿甲彈和砲彈彈藥"
"schematicsArmorDesc","This schematics unlocks all:\nRecon/Assault/Survivalist Armor Pieces",,,,,,,,,,,,,"此圖面可解鎖所有：偵察/突擊/生存者裝甲部件"
"schematicsNailgun","Nailgun Schematic",,,,,,,,,,,,,"射釘槍原理圖"
"schematicsSteelAxe","Steel Axe Schematic",,,,,,,,,,,,,"鋼斧原理圖"
"schematicsSteelPickaxe","Pickaxe Schematic",,,,,,,,,,,,,"鎬原理圖"
"schematicsSteelShovel","Steel Shovel Schematic",,,,,,,,,,,,,"鋼鏟原理圖"
"schematicsRatchet","Ratchet Schematic",,,,,,,,,,,,,"棘輪原理圖"
"schematicsChainsaw","Chainsaw Schematic",,,,,,,,,,,,,"鏈鋸原理圖"
"schematicsAuger","Auger Schematic",,,,,,,,,,,,,"螺旋鑽原理圖"
"schematicsImpactDriver","Impact Driver Schematic",,,,,,,,,,,,,"衝擊起子原理圖"
"schematicsMachete","Machete Schematic",,,,,,,,,,,,,"砍刀原理圖"
"schematicsSteelClub","Steel Club Schematic",,,,,,,,,,,,,"鋼棍原理圖"
"schematicsStunBaton","Stun Baton Schematic",,,,,,,,,,,,,"電擊棍原理圖"
"schematicsSteelSpear","Steel Spear Schematic",,,,,,,,,,,,,"鋼矛原理圖"
"schematicsSteelSledgehammer","Steel Sledgehammer Schematic",,,,,,,,,,,,,"鋼大錘原理圖"
"schematicsSteelKnuckles","Steel Knuckles Schematic",,,,,,,,,,,,,"鋼指節套原理圖"
"schematicsCompoundBow","Compound Bow Schematic",,,,,,,,,,,,,"複合弓原理圖"
"schematicsCompoundCrossbow","Compound Crossbow Schematic",,,,,,,,,,,,,"複合弩原理圖"
"schematicsJunkTurret","Junk Turret Schematic",,,,,,,,,,,,,"廢舊砲塔原理圖"
"schematicsJunkDrone","Junk Drone Schematic",,,,,,,,,,,,,"廢舊無人機原理圖"
"schematicsEftGunGeneralDesc","Reading this allows you to craft the following item:",,,,,,,,,,,,,"閱讀此資訊後，您可以製作以下物品："
"schematicsppsh41","PPSh-41 Schematic",,,,,,,,,,,,,"PPSh-41 原理圖"
"schematicspp9klin","PP-9 'Klin' Schematic",,,,,,,,,,,,,"PP-9 'Klin' 原理圖"
"schematicsmp5k","MP5K Schematic",,,,,,,,,,,,,"MP5K 原理圖"
"schematicsmp5","[09FF00]MP5[-] Schematic",,,,,,,,,,,,,"[09FF00]MP5[-] 原理圖"
"schematicsuzi","[09FF00]UZI[-] Schematic",,,,,,,,,,,,,"[09FF00]UZI[-] 原理圖"
"schematicspp19vityaz","[09FF00]PP-19-01 'Vityaz'[-] Schematic",,,,,,,,,,,,,"[09FF00]PP-19-01 'Vityaz'[-] 原理圖"
"schematicsmp9","[004CFF]MP9-N[-] Schematic",,,,,,,,,,,,,"[004CFF]MP9-N[-] 原理圖"
"schematicsuziprosmg","[004CFF]UZI PRO[-] Schematic",,,,,,,,,,,,,"[004CFF]UZI PRO[-] 原理圖"
"schematicsmp5sd","[004CFF]MP5SD[-] Schematic",,,,,,,,,,,,,"[004CFF]MP5SD[-] 原理圖"
"schematicsvector9","[BB00FF]Vector 9×19[-] Schematic",,,,,,,,,,,,,"[BB00FF]Vector 9×19[-] 原理圖"
"schematicsmpx","[BB00FF]SIG MPX[-] Schematic",,,,,,,,,,,,,"[BB00FF]SIG MPX[-] 原理圖"
"schematicsstm9","[BB00FF]STM-9[-] Schematic",,,,,,,,,,,,,"[BB00FF]STM-9[-] 原理圖"
"schematicssr2mveresk","[004CFF]SR-2M 'Veresk'[-] Schematic",,,,,,,,,,,,,"[004CFF]SR-2M 'Veresk'[-] 原理圖"
"schematicsump45","[09FF00]UMP 45[-] Schematic",,,,,,,,,,,,,"[09FF00]UMP 45[-]原理圖"
"schematicsthompson","[004CFF]Thompson[-] Schematic",,,,,,,,,,,,,"[004CFF]湯普森[-] 原理圖"
"schematicsvector45","[BB00FF]Vector .45 ACP[-] Schematic",,,,,,,,,,,,,"[BB00FF]Vector .45 ACP[-] 原理圖"
"schematicsmp7","[004CFF]MP7A1[-] Schematic",,,,,,,,,,,,,"[004CFF]MP7A1[-] 原理圖"
"schematicsp90","[004CFF]P90[-] Schematic",,,,,,,,,,,,,"[004CFF]P90[-] 原理圖"
"schematicstokarevmachine","TT-33 Automatic Schematic",,,,,,,,,,,,,"TT-33 自動步槍原理圖"
"schematicsstechkin","Stechkin APS Schematic",,,,,,,,,,,,,"Stechkin APS 原理圖"
"schematicsglock18c","Glock 18C Schematic",,,,,,,,,,,,,"Glock 18C 原理圖"
"schematicssr1mp","SR-1MP Schematic",,,,,,,,,,,,,"SR-1MP 原理圖"
"schematicsusp45tac","USP 45 Schematic",,,,,,,,,,,,,"USP 45 原理圖"
"schematicsfiveseven","FN Five-SeveN Schematic",,,,,,,,,,,,,"FN Five-SeveN 原理圖"
"schematicsdeserteagle","Desert Eagle L6 Schematic",,,,,,,,,,,,,"沙漠之鷹 L6 原理圖"
"schematicsrsh12","RSh-12 Schematic",,,,,,,,,,,,,"RSh-12 原理圖"
"schematicsks23","[004CFF]KS-23M[-] Schematic",,,,,,,,,,,,,"[004CFF]KS-23M[-] 原理圖"
"schematicsmp43","MP-43-1C Schematic",,,,,,,,,,,,,"MP-43-1C 原理圖"
"schematicsmts255","MTs-255-12 Schematic",,,,,,,,,,,,,"MTs-255-12 原理圖"
"schematicsm590","[09FF00]M590A1[-] Schematic",,,,,,,,,,,,,"[09FF00]M590A1[-] 原理圖"
"schematicsm870","[09FF00]M870[-] Schematic",,,,,,,,,,,,,"[09FF00]M870[-]原理圖"
"schematicsksg12","[09FF00]KSG-12[-] Schematic",,,,,,,,,,,,,"[09FF00]KSG-12[-] 原理圖"
"schematicsmp153","[004CFF]MP-153[-] Schematic",,,,,,,,,,,,,"[004CFF]MP-153[-] 原理圖"
"schematicsm3benelli","[004CFF]M3 Benelli[-] Schematic",,,,,,,,,,,,,"[004CFF]M3 貝納利[-] 原理圖"
"schematicssaiga12","[BB00FF]Saiga-12K[-] Schematic",,,,,,,,,,,,,"[BB00FF]Saiga-12K[-] 原理圖"
"schematicsAA12","[BB00FF]AA-12[-] Schematic",,,,,,,,,,,,,"[BB00FF]AA-12[-] 原理圖"
"schematicsadar","[09FF00]ADAR[-] Schematic",,,,,,,,,,,,,"[09FF00]ADAR[-] 原理圖"
"schematicsauga3","[004CFF]AUG A3[-] Schematic",,,,,,,,,,,,,"[004CFF]AUG A3[-] 原理圖"
"schematicsg36kv2","[004CFF]G36 KV2[-] Schematic",,,,,,,,,,,,,"[004CFF]G36 KV2[-] 原理圖"
"schematicsm4a1","[004CFF]M4A1[-] Schematic",,,,,,,,,,,,,"[004CFF]M4A1[-] 原理圖"
"schematicsm16a4","[004CFF]M16A4[-] Schematic",,,,,,,,,,,,,"[004CFF]M16A4[-] 原理圖"
"schematicshk416","[BB00FF]HK416A5[-] Schematic",,,,,,,,,,,,,"[BB00FF]HK416A5[-] 原理圖"
"schematicsIWItavorx95","[BB00FF]Tavor X95[-] Schematic",,,,,,,,,,,,,"[BB00FF]Tavor X95[-] 原理圖"
"schematicsIWIcarmel","[BB00FF]Carmel[-] Schematic",,,,,,,,,,,,,"[BB00FF]Carmel[-]原理圖"
"schematicsash12","[BB00FF]ASh-12[-] Schematic",,,,,,,,,,,,,"[BB00FF]ASh-12[-] 原理圖"
"schematicsl85a2","[004CFF]L85A2[-] Schematic",,,,,,,,,,,,,"[004CFF]L85A2[-] 原理圖"
"schematicsmdr556","[004CFF]MDR 5.56×45[-] Schematic",,,,,,,,,,,,,"[004CFF]MDR 5.56×45[-] 原理圖"
"schematicsmdr762","[004CFF]MDR 7.62×51[-] Schematic",,,,,,,,,,,,,"[004CFF]MDR 7.62×51[-] 原理圖"
"schematicsmp18","MP-18 Schematic",,,,,,,,,,,,,"MP-18 原理圖"
"schematicsmosin","[09FF00]Mosin-Nagant[-] Schematic",,,,,,,,,,,,,"[09FF00]莫辛-納甘[-] 原理圖"
"schematicssvt","[004CFF]SVT-40[-] Schematic",,,,,,,,,,,,,"[004CFF]SVT-40[-] 原理圖"
"schematicsrpk16","[BB00FF]RPK-16[-] Schematic",,,,,,,,,,,,,"[BB00FF]RPK-16[-] 原理圖"
"schematicsrpd","[BB00FF]RPD[-] Schematic",,,,,,,,,,,,,"[BB00FF]RPD[-] 原理圖"
"schematicspkp","[FFD700]PKP Pecheneg[-] Schematic",,,,,,,,,,,,,"[FFD700]PKP 佩切涅格步槍[-] 原理圖"
"schematicsfnminimi","[FFD700]FN Minimi[-] Schematic",,,,,,,,,,,,,"[FFD700]FN Minimi[-] 原理圖"
"schematicsmcx","[BB00FF]SIG MCX[-] Schematic",,,,,,,,,,,,,"[BB00FF]SIG MCX[-] 原理圖"
"schematicsak300velociraptor","[09FF00]Velociraptor[-] Schematic",,,,,,,,,,,,,"[09FF00]迅猛龍步槍[-] 原理圖"
"schematicsstar15","[09FF00]ST AR-15[-] Schematic",,,,,,,,,,,,,"[09FF00]ST AR-15[-] 原理圖"
"schematicshoneybadger","[004CFF]Honey Badger[-] Schematic",,,,,,,,,,,,,"[004CFF]蜜獾步槍[-] 原理圖"
"schematicsaks74un","[09FF00]AKS-74UN[-] Schematic",,,,,,,,,,,,,"[09FF00]AKS-74UN[-]原理圖"
"schematicsak74n","[09FF00]AK-74N[-] Schematic",,,,,,,,,,,,,"[09FF00]AK-74N[-] 原理圖"
"schematicsak74m","[004CFF]AK-74M[-] Schematic",,,,,,,,,,,,,"[004CFF]AK-74M[-] 原理圖"
"schematicsak12","[BB00FF]AK-12[-] Schematic",,,,,,,,,,,,,"[BB00FF]AK-12[-] 原理圖"
"schematicssks","[09FF00]SKS[-] Schematic",,,,,,,,,,,,,"[09FF00]SKS[-] 原理圖"
"schematicsakmn","[09FF00]AKMN[-] Schematic",,,,,,,,,,,,,"[09FF00]AKMN[-] 原理圖"
"schematicsak103","[004CFF]AK-103[-] Schematic",,,,,,,,,,,,,"[004CFF]AK-103[-] 原理圖"
"schematicsak109","[BB00FF]AK-109[-] Schematic",,,,,,,,,,,,,"[BB00FF]AK-109[-] 原理圖"
"schematicsrd704","[BB00FF]RD-704[-] Schematic",,,,,,,,,,,,,"[BB00FF]RD-704[-] 原理圖"
"schematicsmk47","[BB00FF]Mk47 'Mutant'[-] Schematic",,,,,,,,,,,,,"[BB00FF]Mk47「突變型」[-] 原理圖"
